Date : 2025-08-31 15:19:19
Directory : d:\项目\综合课程设计\SOMS-5
Total : 560 files,  77779 codes, 7259 comments, 10461 blanks, all 95499 lines

Languages
+--------------------+------------+------------+------------+------------+------------+
| language           | files      | code       | comment    | blank      | total      |
| d:\项目\综合课程设计\SOMS-5\admin-frontend\src\api\dashboard.js                                                                                  | JavaScript         |         43 |          6 |          6 |         55 |
| d:\项目\综合课程设计\SOMS-5\admin-frontend\src\api\employee.js                                                                                   | JavaScript         |        113 |         18 |         17 |        148 |
| d:\项目\综合课程设计\SOMS-5\admin-frontend\src\api\leaveManage.js                                                                                | JavaScript         |         64 |          8 |          8 |         80 |
| d:\项目\综合课程设计\SOMS-5\admin-frontend\src\api\notificationApi.js                                                                            | JavaScript         |        334 |        135 |         60 |        529 |
| d:\项目\综合课程设计\SOMS-5\admin-frontend\src\api\organization.js                                                                               | JavaScript         |         41 |          6 |          6 |         53 |
| d:\项目\综合课程设计\SOMS-5\admin-frontend\src\api\role.js                                                                                       | JavaScript         |         69 |         10 |         10 |         89 |
| d:\项目\综合课程设计\SOMS-5\admin-frontend\src\api\taskApi.js                                                                                    | JavaScript         |        279 |        133 |         50 |        462 |
| d:\项目\综合课程设计\SOMS-5\admin-frontend\src\api\workflow.js                                                                                   | JavaScript         |        212 |         92 |         29 |        333 |
| d:\项目\综合课程设计\SOMS-5\admin-frontend\src\components\EnhancedBreadcrumb.vue                                                                 | vue                |        457 |          6 |         64 |        527 |
| d:\项目\综合课程设计\SOMS-5\admin-frontend\src\components\FavoriteManager.vue                                                                    | vue                |        495 |          4 |         70 |        569 |
| d:\项目\综合课程设计\SOMS-5\admin-frontend\src\components\GlobalSearch\GlobalSearch.vue                                                          | vue                |        431 |          7 |         69 |        507 |
| d:\项目\综合课程设计\SOMS-5\admin-frontend\src\components\LanguageSwitcher.vue                                                                   | vue                |        223 |          0 |         38 |        261 |
| d:\项目\综合课程设计\SOMS-5\admin-frontend\src\components\NotificationCenter.vue                                                                 | vue                |        486 |          5 |         66 |        557 |
| d:\项目\综合课程设计\SOMS-5\admin-frontend\src\components\TaskStatistics.vue                                                                     | vue                |        702 |         10 |         91 |        803 |
| d:\项目\综合课程设计\SOMS-5\admin-frontend\src\components\workflow\NodeConfigDialog.vue                                                          | vue                |        443 |          4 |         42 |        489 |
| d:\项目\综合课程设计\SOMS-5\admin-frontend\src\components\workflow\StartWorkflowDialog.vue                                                       | vue                |        213 |          0 |         24 |        237 |
| d:\项目\综合课程设计\SOMS-5\admin-frontend\src\components\workflow\WorkflowDesigner.vue                                                          | vue                |        627 |          9 |         84 |        720 |
| d:\项目\综合课程设计\SOMS-5\admin-frontend\src\config\searchConfig.js                                                                            | JavaScript         |        349 |         13 |         12 |        374 |
| d:\项目\综合课程设计\SOMS-5\admin-frontend\src\i18n\index.js                                                                                     | JavaScript         |         45 |         15 |         12 |         72 |
| d:\项目\综合课程设计\SOMS-5\admin-frontend\src\i18n\locales\en-US.js                                                                             | JavaScript         |        607 |         37 |         35 |        679 |
| d:\项目\综合课程设计\SOMS-5\admin-frontend\src\i18n\locales\zh-CN.js                                                                             | JavaScript         |        690 |         38 |         36 |        764 |
| d:\项目\综合课程设计\SOMS-5\admin-frontend\src\layout\Layout.vue                                                                                 | vue                |        614 |         10 |        101 |        725 |
| d:\项目\综合课程设计\SOMS-5\admin-frontend\src\main.js                                                                                           | JavaScript         |         16 |          2 |          4 |         22 |
| d:\项目\综合课程设计\SOMS-5\admin-frontend\src\router\index.js                                                                                   | JavaScript         |        242 |         16 |          9 |        267 |
| d:\项目\综合课程设计\SOMS-5\admin-frontend\src\stores\breadcrumb.js                                                                              | JavaScript         |        197 |         69 |         48 |        314 |
| d:\项目\综合课程设计\SOMS-5\admin-frontend\src\stores\language.js                                                                                | JavaScript         |        154 |         66 |         39 |        259 |
| d:\项目\综合课程设计\SOMS-5\admin-frontend\src\stores\user.js                                                                                    | JavaScript         |        107 |         13 |         13 |        133 |
| d:\项目\综合课程设计\SOMS-5\admin-frontend\src\style\index.css                                                                                   | PostCSS            |         89 |         10 |         16 |        115 |
| d:\项目\综合课程设计\SOMS-5\admin-frontend\src\utils\debounce.js                                                                                 | JavaScript         |         67 |         31 |         15 |        113 |
| d:\项目\综合课程设计\SOMS-5\admin-frontend\src\utils\request.js                                                                                  | JavaScript         |         41 |          3 |          4 |         48 |
| d:\项目\综合课程设计\SOMS-5\admin-frontend\src\utils\searchUtils.js                                                                              | JavaScript         |        221 |         72 |         45 |        338 |
| d:\项目\综合课程设计\SOMS-5\admin-frontend\src\views\announcements\Announcements.vue                                                             | vue                |        212 |          1 |         21 |        234 |
| d:\项目\综合课程设计\SOMS-5\admin-frontend\src\views\announcements\AnnouncementsManage.vue                                                       | vue                |        442 |          6 |         47 |        495 |
| d:\项目\综合课程设计\SOMS-5\admin-frontend\src\views\attendance\AttendanceManage.vue                                                             | vue                |        500 |          7 |         48 |        555 |
| d:\项目\综合课程设计\SOMS-5\admin-frontend\src\views\attendance\AttendanceRecords.vue                                                            | vue                |        339 |          5 |         33 |        377 |
| d:\项目\综合课程设计\SOMS-5\admin-frontend\src\views\attendance\AttendanceRules.vue                                                              | vue                |        297 |          3 |         26 |        326 |
| d:\项目\综合课程设计\SOMS-5\admin-frontend\src\views\attendance\AttendanceStatistics.vue                                                         | vue                |        332 |          5 |         37 |        374 |
| d:\项目\综合课程设计\SOMS-5\admin-frontend\src\views\auth\Login.vue                                                                              | vue                |        523 |          0 |         79 |        602 |
| d:\项目\综合课程设计\SOMS-5\admin-frontend\src\views\dashboard\Dashboard.vue                                                                     | vue                |        792 |          3 |         71 |        866 |
| d:\项目\综合课程设计\SOMS-5\admin-frontend\src\views\departments\Departments.vue                                                                 | vue                |        362 |          4 |         35 |        401 |
| d:\项目\综合课程设计\SOMS-5\admin-frontend\src\views\employees\Employees.vue                                                                     | vue                |        421 |          6 |         38 |        465 |
| d:\项目\综合课程设计\SOMS-5\admin-frontend\src\views\leave\LeaveApplications.vue                                                                 | vue                |        584 |          7 |         59 |        650 |
| d:\项目\综合课程设计\SOMS-5\admin-frontend\src\views\leave\LeaveApproval.vue                                                                     | vue                |        518 |          5 |         62 |        585 |
| d:\项目\综合课程设计\SOMS-5\admin-frontend\src\views\leave\LeaveManage.vue                                                                       | vue                |        540 |          7 |         53 |        600 |
| d:\项目\综合课程设计\SOMS-5\admin-frontend\src\views\leave\LeaveStatistics.vue                                                                   | vue                |        191 |          2 |         29 |        222 |
| d:\项目\综合课程设计\SOMS-5\admin-frontend\src\views\notifications\NotificationDetail.vue                                                        | vue                |        353 |          0 |         47 |        400 |
| d:\项目\综合课程设计\SOMS-5\admin-frontend\src\views\notifications\NotificationManagement.vue                                                    | vue                |        361 |          5 |         35 |        401 |
| d:\项目\综合课程设计\SOMS-5\admin-frontend\src\views\notifications\NotificationSend.vue                                                          | vue                |        436 |          1 |         59 |        496 |
| d:\项目\综合课程设计\SOMS-5\admin-frontend\src\views\notifications\NotificationTemplates.vue                                                     | vue                |        435 |          5 |         54 |        494 |
| d:\项目\综合课程设计\SOMS-5\admin-frontend\src\views\organization\OrganizationChart.vue                                                          | vue                |        473 |          7 |         64 |        544 |
| d:\项目\综合课程设计\SOMS-5\admin-frontend\src\views\profile\Profile.vue                                                                         | vue                |        606 |          8 |         74 |        688 |
| d:\项目\综合课程设计\SOMS-5\admin-frontend\src\views\reports\Reports.vue                                                                         | vue                |        592 |          6 |         58 |        656 |
| d:\项目\综合课程设计\SOMS-5\admin-frontend\src\views\reports\ReportsAttendance.vue                                                               | vue                |         91 |          0 |         14 |        105 |
| d:\项目\综合课程设计\SOMS-5\admin-frontend\src\views\reports\ReportsLeave.vue                                                                    | vue                |         43 |          0 |          7 |         50 |
| d:\项目\综合课程设计\SOMS-5\admin-frontend\src\views\reports\ReportsPerformance.vue                                                              | vue                |         43 |          0 |          7 |         50 |
| d:\项目\综合课程设计\SOMS-5\admin-frontend\src\views\roles\Roles.vue                                                                             | vue                |        389 |          5 |         49 |        443 |
| d:\项目\综合课程设计\SOMS-5\admin-frontend\src\views\system\SystemBackup.vue                                                                     | vue                |         95 |          0 |         13 |        108 |
| d:\项目\综合课程设计\SOMS-5\admin-frontend\src\views\system\SystemConfig.vue                                                                     | vue                |         74 |          0 |         10 |         84 |
| d:\项目\综合课程设计\SOMS-5\admin-frontend\src\views\system\SystemLogs.vue                                                                       | vue                |         66 |          0 |          9 |         75 |
| d:\项目\综合课程设计\SOMS-5\admin-frontend\src\views\tasks\TaskCreate.vue                                                                        | vue                |        280 |          0 |         37 |        317 |
| d:\项目\综合课程设计\SOMS-5\admin-frontend\src\views\tasks\TaskDetail.vue                                                                        | vue                |        349 |          3 |         47 |        399 |
| d:\项目\综合课程设计\SOMS-5\admin-frontend\src\views\tasks\TaskManagement.vue                                                                    | vue                |        615 |          9 |         71 |        695 |
| d:\项目\综合课程设计\SOMS-5\admin-frontend\src\views\tasks\TaskStatistics.vue                                                                    | vue                |         33 |          1 |          7 |         41 |
| d:\项目\综合课程设计\SOMS-5\admin-frontend\src\views\tasks\components\TaskAssignDialog.vue                                                       | vue                |        182 |          0 |         28 |        210 |
| d:\项目\综合课程设计\SOMS-5\admin-frontend\src\views\tasks\components\TaskDetailDialog.vue                                                       | vue                |        216 |          0 |         27 |        243 |
| d:\项目\综合课程设计\SOMS-5\admin-frontend\src\views\tasks\components\TaskFormDialog.vue                                                         | vue                |        173 |          0 |         22 |        195 |
| d:\项目\综合课程设计\SOMS-5\admin-frontend\src\views\workflow\MyInitiated.vue                                                                    | vue                |        818 |         10 |        107 |        935 |
| d:\项目\综合课程设计\SOMS-5\admin-frontend\src\views\workflow\MyTasks.vue                                                                        | vue                |        740 |          7 |         98 |        845 |
| d:\项目\综合课程设计\SOMS-5\admin-frontend\src\views\workflow\WorkflowManagement.vue                                                             | vue                |        212 |          5 |         31 |        248 |
| d:\项目\综合课程设计\SOMS-5\admin-frontend\src\views\workflow\WorkflowTemplateList.vue                                                           | vue                |        540 |          5 |         66 |        611 |
| d:\项目\综合课程设计\SOMS-5\admin-frontend\src\views\workflow\components\WorkflowTemplateDialog.vue                                              | vue                |        496 |          2 |         59 |        557 |
| d:\项目\综合课程设计\SOMS-5\admin-frontend\vite.config.js                                                                                        | JavaScript         |         34 |          0 |          1 |         35 |
| d:\项目\综合课程设计\SOMS-5\database\init.sql                                                                                                    | MS SQL             |        697 |         90 |         67 |        854 |
| d:\项目\综合课程设计\SOMS-5\database\task_management_enhancement.sql                                                                             | MS SQL             |        150 |         30 |         20 |        200 |
| d:\项目\综合课程设计\SOMS-5\docs\协同编辑功能实现总结.md                                                                                                   | Markdown           |        142 |          0 |         39 |        181 |
| d:\项目\综合课程设计\SOMS-5\employee-backend\README.md                                                                                           | Markdown           |         67 |          0 |         20 |         87 |
| d:\项目\综合课程设计\SOMS-5\employee-backend\pom.xml                                                                                             | XML                |        133 |         14 |         19 |        166 |
| d:\项目\综合课程设计\SOMS-5\employee-backend\src\main\java\com\office\employee\EmployeeBackendApplication.java                                   | Java               |         14 |          7 |          4 |         25 |
| d:\项目\综合课程设计\SOMS-5\employee-backend\src\main\java\com\office\employee\common\BusinessException.java                                     | Java               |         22 |          6 |          7 |         35 |
| d:\项目\综合课程设计\SOMS-5\employee-backend\src\main\java\com\office\employee\common\GlobalExceptionHandler.java                                | Java               |         32 |         15 |          8 |         55 |
| d:\项目\综合课程设计\SOMS-5\employee-backend\src\main\java\com\office\employee\common\Result.java                                                | Java               |         62 |         43 |         25 |        130 |
| d:\项目\综合课程设计\SOMS-5\employee-backend\src\main\java\com\office\employee\config\CorsConfig.java                                            | Java               |         21 |         11 |         10 |         42 |
| d:\项目\综合课程设计\SOMS-5\employee-backend\src\main\java\com\office\employee\config\JwtAuthenticationFilter.java                               | Java               |         55 |         11 |         15 |         81 |
| d:\项目\综合课程设计\SOMS-5\employee-backend\src\main\java\com\office\employee\config\MybatisPlusConfig.java                                     | Java               |         15 |          9 |          3 |         27 |
| d:\项目\综合课程设计\SOMS-5\employee-backend\src\main\java\com\office\employee\config\SecurityConfig.java                                        | Java               |         45 |         12 |          6 |         63 |
| d:\项目\综合课程设计\SOMS-5\employee-backend\src\main\java\com\office\employee\config\SwaggerConfig.java                                         | Java               |         24 |          3 |          3 |         30 |
| d:\项目\综合课程设计\SOMS-5\employee-backend\src\main\java\com\office\employee\config\WebSocketConfig.java                                       | Java               |         37 |          6 |          9 |         52 |
| d:\项目\综合课程设计\SOMS-5\employee-backend\src\main\java\com\office\employee\controller\AnnouncementController.java                            | Java               |         63 |         33 |         14 |        110 |
| d:\项目\综合课程设计\SOMS-5\employee-backend\src\main\java\com\office\employee\controller\AttendanceController.java                              | Java               |        101 |         33 |         22 |        156 |
| d:\项目\综合课程设计\SOMS-5\employee-backend\src\main\java\com\office\employee\controller\AuthController.java                                    | Java               |         70 |         30 |         19 |        119 |
| d:\项目\综合课程设计\SOMS-5\employee-backend\src\main\java\com\office\employee\controller\CollaborativeDocumentController.java                   | Java               |        187 |         42 |         23 |        252 |
| d:\项目\综合课程设计\SOMS-5\employee-backend\src\main\java\com\office\employee\controller\DocumentController.java                                | Java               |        179 |         45 |         38 |        262 |
| d:\项目\综合课程设计\SOMS-5\employee-backend\src\main\java\com\office\employee\controller\LeaveController.java                                   | Java               |        118 |         37 |         23 |        178 |
| d:\项目\综合课程设计\SOMS-5\employee-backend\src\main\java\com\office\employee\controller\NotificationController.java                            | Java               |        159 |         62 |         33 |        254 |
| d:\项目\综合课程设计\SOMS-5\employee-backend\src\main\java\com\office\employee\controller\NotificationWebSocketController.java                   | Java               |         92 |         33 |         18 |        143 |
| d:\项目\综合课程设计\SOMS-5\employee-backend\src\main\java\com\office\employee\controller\TaskController.java                                    | Java               |        465 |        156 |         90 |        711 |
| d:\项目\综合课程设计\SOMS-5\employee-backend\src\main\java\com\office\employee\controller\UserController.java                                    | Java               |        139 |         40 |         38 |        217 |
| d:\项目\综合课程设计\SOMS-5\employee-backend\src\main\java\com\office\employee\dto\DocumentProcessRequest.java                                   | Java               |         27 |          0 |          4 |         31 |
| d:\项目\综合课程设计\SOMS-5\employee-backend\src\main\java\com\office\employee\dto\LoginRequest.java                                             | Java               |         35 |          8 |         11 |         54 |
| d:\项目\综合课程设计\SOMS-5\employee-backend\src\main\java\com\office\employee\dto\LoginResponse.java                                            | Java               |        111 |         13 |         33 |        157 |
| d:\项目\综合课程设计\SOMS-5\employee-backend\src\main\java\com\office\employee\dto\TaskCommentRequest.java                                       | Java               |         12 |          0 |          4 |         16 |
| d:\项目\综合课程设计\SOMS-5\employee-backend\src\main\java\com\office\employee\dto\TaskCreateRequest.java                                        | Java               |         18 |          0 |          4 |         22 |
| d:\项目\综合课程设计\SOMS-5\employee-backend\src\main\java\com\office\employee\dto\TaskQueryRequest.java                                         | Java               |         17 |          0 |          4 |         21 |
| d:\项目\综合课程设计\SOMS-5\employee-backend\src\main\java\com\office\employee\dto\TaskUpdateRequest.java                                        | Java               |         22 |          0 |          4 |         26 |
| d:\项目\综合课程设计\SOMS-5\employee-backend\src\main\java\com\office\employee\entity\Announcement.java                                          | Java               |        103 |          9 |         37 |        149 |
| d:\项目\综合课程设计\SOMS-5\employee-backend\src\main\java\com\office\employee\entity\AttendanceRecord.java                                      | Java               |        103 |          9 |         37 |        149 |
| d:\项目\综合课程设计\SOMS-5\employee-backend\src\main\java\com\office\employee\entity\CollaborativeDocument.java                                 | Java               |         44 |          0 |         19 |         63 |
| d:\项目\综合课程设计\SOMS-5\employee-backend\src\main\java\com\office\employee\entity\CollaborativeOperation.java                                | Java               |         36 |          0 |         15 |         51 |
| d:\项目\综合课程设计\SOMS-5\employee-backend\src\main\java\com\office\employee\entity\CollaborativeSession.java                                  | Java               |         32 |          0 |         13 |         45 |
| d:\项目\综合课程设计\SOMS-5\employee-backend\src\main\java\com\office\employee\entity\Department.java                                            | Java               |         86 |          8 |         31 |        125 |
| d:\项目\综合课程设计\SOMS-5\employee-backend\src\main\java\com\office\employee\entity\Document.java                                              | Java               |         46 |          0 |         20 |         66 |
| d:\项目\综合课程设计\SOMS-5\employee-backend\src\main\java\com\office\employee\entity\Employee.java                                              | Java               |        102 |          9 |         37 |        148 |
| d:\项目\综合课程设计\SOMS-5\employee-backend\src\main\java\com\office\employee\entity\LeaveApplication.java                                      | Java               |        138 |          9 |         49 |        196 |
| d:\项目\综合课程设计\SOMS-5\employee-backend\src\main\java\com\office\employee\entity\Notification.java                                          | Java               |         80 |          8 |         29 |        117 |
| d:\项目\综合课程设计\SOMS-5\employee-backend\src\main\java\com\office\employee\entity\Role.java                                                  | Java               |         69 |          8 |         25 |        102 |
| d:\项目\综合课程设计\SOMS-5\employee-backend\src\main\java\com\office\employee\entity\Task.java                                                  | Java               |         58 |          0 |         26 |         84 |
| d:\项目\综合课程设计\SOMS-5\employee-backend\src\main\java\com\office\employee\entity\TaskComment.java                                           | Java               |         38 |          0 |         16 |         54 |
| d:\项目\综合课程设计\SOMS-5\employee-backend\src\main\java\com\office\employee\entity\User.java                                                  | Java               |        106 |          8 |         35 |        149 |
| d:\项目\综合课程设计\SOMS-5\employee-backend\src\main\java\com\office\employee\mapper\AnnouncementMapper.java                                    | Java               |         36 |         24 |          9 |         69 |
| d:\项目\综合课程设计\SOMS-5\employee-backend\src\main\java\com\office\employee\mapper\AttendanceRecordMapper.java                                | Java               |         34 |         24 |          9 |         67 |
| d:\项目\综合课程设计\SOMS-5\employee-backend\src\main\java\com\office\employee\mapper\CollaborativeDocumentMapper.java                           | Java               |         42 |         18 |          9 |         69 |
| d:\项目\综合课程设计\SOMS-5\employee-backend\src\main\java\com\office\employee\mapper\CollaborativeOperationMapper.java                          | Java               |         22 |         15 |          8 |         45 |
| d:\项目\综合课程设计\SOMS-5\employee-backend\src\main\java\com\office\employee\mapper\CollaborativeSessionMapper.java                            | Java               |         23 |         18 |          9 |         50 |
| d:\项目\综合课程设计\SOMS-5\employee-backend\src\main\java\com\office\employee\mapper\DepartmentMapper.java                                      | Java               |         18 |         18 |          7 |         43 |
| d:\项目\综合课程设计\SOMS-5\employee-backend\src\main\java\com\office\employee\mapper\DocumentMapper.java                                        | Java               |         27 |         15 |          8 |         50 |
| d:\项目\综合课程设计\SOMS-5\employee-backend\src\main\java\com\office\employee\mapper\EmployeeMapper.java                                        | Java               |         17 |         18 |          6 |         41 |
| d:\项目\综合课程设计\SOMS-5\employee-backend\src\main\java\com\office\employee\mapper\LeaveApplicationMapper.java                                | Java               |         35 |         24 |          9 |         68 |
| d:\项目\综合课程设计\SOMS-5\employee-backend\src\main\java\com\office\employee\mapper\NotificationMapper.java                                    | Java               |         77 |         48 |         18 |        143 |
| d:\项目\综合课程设计\SOMS-5\employee-backend\src\main\java\com\office\employee\mapper\RoleMapper.java                                            | Java               |         20 |         18 |          7 |         45 |
| d:\项目\综合课程设计\SOMS-5\employee-backend\src\main\java\com\office\employee\mapper\TaskCommentMapper.java                                     | Java               |         19 |          9 |          6 |         34 |
| d:\项目\综合课程设计\SOMS-5\employee-backend\src\main\java\com\office\employee\mapper\TaskMapper.java                                            | Java               |        328 |         88 |         33 |        449 |
| d:\项目\综合课程设计\SOMS-5\employee-backend\src\main\java\com\office\employee\mapper\UserMapper.java                                            | Java               |         19 |         21 |          7 |         47 |
| d:\项目\综合课程设计\SOMS-5\employee-backend\src\main\java\com\office\employee\service\AnnouncementService.java                                  | Java               |         84 |         40 |         26 |        150 |
| d:\项目\综合课程设计\SOMS-5\employee-backend\src\main\java\com\office\employee\service\AttendanceService.java                                    | Java               |        150 |         50 |         41 |        241 |
| d:\项目\综合课程设计\SOMS-5\employee-backend\src\main\java\com\office\employee\service\AuthService.java                                          | Java               |        134 |         47 |         37 |        218 |
| d:\项目\综合课程设计\SOMS-5\employee-backend\src\main\java\com\office\employee\service\CollaborativeDocumentService.java                         | Java               |         28 |         51 |         20 |         99 |
| d:\项目\综合课程设计\SOMS-5\employee-backend\src\main\java\com\office\employee\service\DocumentService.java                                      | Java               |         29 |         51 |         20 |        100 |
| d:\项目\综合课程设计\SOMS-5\employee-backend\src\main\java\com\office\employee\service\LeaveService.java                                         | Java               |        148 |         50 |         45 |        243 |
| d:\项目\综合课程设计\SOMS-5\employee-backend\src\main\java\com\office\employee\service\NotificationService.java                                  | Java               |         37 |         72 |         26 |        135 |
| d:\项目\综合课程设计\SOMS-5\employee-backend\src\main\java\com\office\employee\service\TaskCommentService.java                                   | Java               |         16 |         21 |         11 |         48 |
| d:\项目\综合课程设计\SOMS-5\employee-backend\src\main\java\com\office\employee\service\TaskService.java                                          | Java               |         53 |        118 |         45 |        216 |
| d:\项目\综合课程设计\SOMS-5\employee-backend\src\main\java\com\office\employee\service\TaskStatisticsService.java                                | Java               |         30 |         75 |         26 |        131 |
| d:\项目\综合课程设计\SOMS-5\employee-backend\src\main\java\com\office\employee\service\impl\CollaborativeDocumentServiceImpl.java                | Java               |        249 |         67 |         58 |        374 |
| d:\项目\综合课程设计\SOMS-5\employee-backend\src\main\java\com\office\employee\service\impl\DocumentServiceImpl.java                             | Java               |        831 |         85 |        161 |      1,077 |
| d:\项目\综合课程设计\SOMS-5\employee-backend\src\main\java\com\office\employee\service\impl\NotificationServiceImpl.java                         | Java               |        224 |         10 |         39 |        273 |
| d:\项目\综合课程设计\SOMS-5\employee-backend\src\main\java\com\office\employee\service\impl\TaskCommentServiceImpl.java                          | Java               |        120 |          4 |         28 |        152 |
| d:\项目\综合课程设计\SOMS-5\employee-backend\src\main\java\com\office\employee\service\impl\TaskServiceImpl.java                                 | Java               |        472 |         33 |         90 |        595 |
| d:\项目\综合课程设计\SOMS-5\employee-backend\src\main\java\com\office\employee\service\impl\TaskStatisticsServiceImpl.java                       | Java               |        159 |         37 |         49 |        245 |
| d:\项目\综合课程设计\SOMS-5\employee-backend\src\main\java\com\office\employee\test\SimplePasswordTest.java                                      | Java               |         21 |          6 |          9 |         36 |
| d:\项目\综合课程设计\SOMS-5\employee-backend\src\main\java\com\office\employee\util\JwtUtil.java                                                 | Java               |         58 |         24 |         13 |         95 |
| d:\项目\综合课程设计\SOMS-5\employee-backend\src\main\java\com\office\employee\websocket\CollaborationWebSocketHandler.java                      | Java               |        163 |         23 |         36 |        222 |
| d:\项目\综合课程设计\SOMS-5\employee-backend\src\main\resources\application.yml                                                                  | YAML               |         48 |          4 |          9 |         61 |
| d:\项目\综合课程设计\SOMS-5\employee-backend\src\main\resources\mapper\NotificationMapper.xml                                                    | XML                |         32 |          1 |          3 |         36 |
| d:\项目\综合课程设计\SOMS-5\employee-backend\src\main\resources\mapper\TaskMapper.xml                                                            | XML                |         39 |          1 |          2 |         42 |
| d:\项目\综合课程设计\SOMS-5\employee-backend\src\test\java\com\office\employee\PasswordTest.java                                                 | Java               |         24 |         11 |         10 |         45 |
| d:\项目\综合课程设计\SOMS-5\employee-backend\target\classes\application.yml                                                                      | YAML               |         48 |          4 |          9 |         61 |
| d:\项目\综合课程设计\SOMS-5\employee-backend\target\classes\com\office\employee\EmployeeBackendApplication.class                                 | Java               |          7 |          0 |          0 |          7 |
| d:\项目\综合课程设计\SOMS-5\employee-backend\target\classes\com\office\employee\common\BusinessException.class                                   | Java               |         13 |          0 |          0 |         13 |
| d:\项目\综合课程设计\SOMS-5\employee-backend\target\classes\com\office\employee\common\GlobalExceptionHandler.class                              | Java               |         28 |          0 |          0 |         28 |
| d:\项目\综合课程设计\SOMS-5\employee-backend\target\classes\com\office\employee\common\Result.class                                              | Java               |         26 |          0 |          0 |         26 |
| d:\项目\综合课程设计\SOMS-5\employee-backend\target\classes\com\office\employee\config\CorsConfig.class                                          | Java               |         12 |          6 |          0 |         18 |
| d:\项目\综合课程设计\SOMS-5\employee-backend\target\classes\com\office\employee\config\JwtAuthenticationFilter.class                             | Java               |         35 |          0 |          0 |         35 |
| d:\项目\综合课程设计\SOMS-5\employee-backend\target\classes\com\office\employee\config\MybatisPlusConfig.class                                   | Java               |          9 |          0 |          0 |          9 |
| d:\项目\综合课程设计\SOMS-5\employee-backend\target\classes\com\office\employee\config\SecurityConfig.class                                      | Java               |         12 |         26 |          0 |         38 |
| d:\项目\综合课程设计\SOMS-5\employee-backend\target\classes\com\office\employee\config\SwaggerConfig.class                                       | Java               |         27 |          0 |          0 |         27 |
| d:\项目\综合课程设计\SOMS-5\employee-backend\target\classes\com\office\employee\config\WebSocketConfig.class                                     | Java               |         11 |          0 |          0 |         11 |
| d:\项目\综合课程设计\SOMS-5\employee-backend\target\classes\com\office\employee\controller\AnnouncementController.class                          | Java               |         35 |          0 |          0 |         35 |
| d:\项目\综合课程设计\SOMS-5\employee-backend\target\classes\com\office\employee\controller\AttendanceController$ManualCheckInRequest.class       | Java               |         10 |          0 |          0 |         10 |
| d:\项目\综合课程设计\SOMS-5\employee-backend\target\classes\com\office\employee\controller\AttendanceController.class                            | Java               |         35 |          0 |          0 |         35 |
| d:\项目\综合课程设计\SOMS-5\employee-backend\target\classes\com\office\employee\controller\AuthController.class                                  | Java               |         32 |          0 |          0 |         32 |
| d:\项目\综合课程设计\SOMS-5\employee-backend\target\classes\com\office\employee\controller\CollaborativeDocumentController.class                 | Java               |         40 |          0 |          0 |         40 |
| d:\项目\综合课程设计\SOMS-5\employee-backend\target\classes\com\office\employee\controller\DocumentController.class                              | Java               |        102 |          0 |          0 |        102 |
| d:\项目\综合课程设计\SOMS-5\employee-backend\target\classes\com\office\employee\controller\LeaveController$LeaveApplicationRequest.class         | Java               |         13 |          0 |          0 |         13 |
| d:\项目\综合课程设计\SOMS-5\employee-backend\target\classes\com\office\employee\controller\LeaveController.class                                 | Java               |         34 |          0 |          0 |         34 |
| d:\项目\综合课程设计\SOMS-5\employee-backend\target\classes\com\office\employee\controller\NotificationController.class                          | Java               |         21 |          9 |          0 |         30 |
| d:\项目\综合课程设计\SOMS-5\employee-backend\target\classes\com\office\employee\controller\TaskController.class                                  | Java               |        110 |          0 |          0 |        110 |
| d:\项目\综合课程设计\SOMS-5\employee-backend\target\classes\com\office\employee\controller\UserController$ChangePasswordRequest.class            | Java               |          9 |          0 |          0 |          9 |
| d:\项目\综合课程设计\SOMS-5\employee-backend\target\classes\com\office\employee\controller\UserController$WorkStatsResponse.class                | Java               |         15 |          0 |          0 |         15 |
| d:\项目\综合课程设计\SOMS-5\employee-backend\target\classes\com\office\employee\controller\UserController.class                                  | Java               |         43 |          0 |          0 |         43 |
| d:\项目\综合课程设计\SOMS-5\employee-backend\target\classes\com\office\employee\dto\DocumentExportRequest.class                                  | Java               |         25 |          0 |          0 |         25 |
| d:\项目\综合课程设计\SOMS-5\employee-backend\target\classes\com\office\employee\dto\DocumentProcessRequest.class                                 | Java               |         52 |          0 |          0 |         52 |
| d:\项目\综合课程设计\SOMS-5\employee-backend\target\classes\com\office\employee\dto\LoginRequest.class                                           | Java               |         13 |          0 |          0 |         13 |
| d:\项目\综合课程设计\SOMS-5\employee-backend\target\classes\com\office\employee\dto\LoginResponse$UserInfo.class                                 | Java               |         31 |          0 |          0 |         31 |
| d:\项目\综合课程设计\SOMS-5\employee-backend\target\classes\com\office\employee\dto\LoginResponse.class                                          | Java               |         10 |          0 |          0 |         10 |
| d:\项目\综合课程设计\SOMS-5\employee-backend\target\classes\com\office\employee\dto\TaskCommentRequest.class                                     | Java               |         40 |          0 |          0 |         40 |
| d:\项目\综合课程设计\SOMS-5\employee-backend\target\classes\com\office\employee\dto\TaskCreateRequest.class                                      | Java               |         70 |          0 |          0 |         70 |
| d:\项目\综合课程设计\SOMS-5\employee-backend\target\classes\com\office\employee\dto\TaskQueryRequest.class                                       | Java               |         71 |          0 |          0 |         71 |
